ms_zoning,lot_frontage,street,land_contour,overall_qual,roof_matl,exterior_1st,mas_vnr_type,mas_vnr_area,foundation,bsmt_qual,bsmt_exposure,bsmtfin_sf_1,heating,heating_qc,central_air,gr_liv_area,full_bath,fireplace_qu,garage_type,garage_finish,garage_area,wood_deck_sf,open_porch_sf,sale_type,saleprice,age_built,age_remod,total_sf,open_lot,common_lot,closed_lot,near_park,near_road
RH,69.05520046484602,Pave,Lvl,6,CompShg,VinylSd,None,0.0,PConc,4,1,338.0,GasA,5,Y,1320,2,0,Detchd,1,484.0,0,48,WD ,137000,13,12,1950.0,False,True,False,False,False
RL,63.0,Pave,Lvl,7,CompShg,Plywood,BrkFace,102.0,CBlock,4,2,983.0,GasA,5,Y,1688,2,5,Attchd,2,528.0,0,48,WD ,226500,20,20,3363.0,False,True,False,False,False
RL,85.0,Pave,Lvl,7,CompShg,HdBoard,None,0.0,PConc,4,4,637.0,GasA,4,Y,1341,1,1,Attchd,1,506.0,192,0,WD ,171500,20,20,2641.0,False,True,False,False,False
RL,55.0,Pave,Lvl,5,CompShg,MetalSd,None,0.0,CBlock,3,3,483.0,GasA,4,Y,954,1,0,Detchd,1,576.0,0,0,WD ,132500,30,30,1865.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,3,CompShg,Stucco,BrkFace,340.0,Slab,0,0,0.0,Wall,2,N,1040,2,0,Detchd,1,400.0,0,0,WD ,87500,57,56,1040.0,False,True,False,False,False
Others,79.0,Pave,Lvl,7,CompShg,VinylSd,BrkFace,513.0,PConc,3,1,681.0,GasA,5,Y,1789,2,3,Attchd,3,546.0,0,0,WD ,223000,7,7,2647.0,False,True,False,False,False
RL,80.0,Pave,Lvl,6,CompShg,Wd Sdng,BrkFace,237.0,CBlock,3,1,0.0,GasA,3,Y,1537,1,4,Attchd,2,462.0,0,36,COD,174000,46,3,2856.0,False,True,False,False,False
RL,85.0,Pave,Lvl,5,CompShg,MetalSd,None,0.0,CBlock,3,1,741.0,GasA,5,Y,884,1,0,Attchd,3,270.0,0,0,WD ,142000,55,15,1768.0,False,True,False,False,False
Others,81.0,Pave,Lvl,8,CompShg,VinylSd,None,0.0,PConc,4,1,0.0,GasA,5,Y,1489,2,4,Attchd,2,776.0,0,140,New,232600,0,0,2978.0,False,True,False,False,False
RL,78.0,Pave,Lvl,6,CompShg,HdBoard,BrkFace,99.0,CBlock,3,1,663.0,GasA,2,Y,1309,1,2,Attchd,2,484.0,265,0,WD ,181000,32,7,2349.0,False,True,False,False,False
RM,42.0,Pave,Lvl,6,CompShg,CemntBd,None,0.0,CBlock,4,1,837.0,GasA,4,Y,2521,2,4,Attchd,3,576.0,728,20,WD ,151400,33,33,3463.0,False,True,False,False,False
RL,98.0,Pave,Lvl,8,CompShg,VinylSd,Stone,248.0,PConc,4,1,0.0,GasA,5,Y,1634,2,4,Attchd,2,866.0,0,44,WD ,250000,1,1,3260.0,False,True,False,False,False
RL,80.0,Pave,Lvl,7,CompShg,HdBoard,BrkFace,42.0,CBlock,4,1,394.0,GasA,3,Y,1714,2,3,Attchd,1,496.0,228,66,WD ,196500,22,22,2694.0,False,True,False,False,False
RM,75.0,Pave,Lvl,7,CompShg,Wd Sdng,None,0.0,PConc,3,1,0.0,GasA,3,Y,2454,2,4,Attchd,1,576.0,0,148,WD ,185000,128,20,3273.0,False,True,False,False,False
RL,75.0,Pave,Lvl,6,CompShg,HdBoard,BrkFace,200.0,CBlock,3,3,955.0,GasA,3,Y,1216,1,0,Attchd,1,336.0,0,0,WD ,113000,40,40,2432.0,False,True,False,False,False
RL,60.0,Pave,HLS,8,CompShg,MetalSd,BrkFace,0.0,PConc,4,3,945.0,GasA,5,Y,1419,2,4,Attchd,2,567.0,140,0,New,392000,0,0,2838.0,False,True,False,False,False
RL,35.0,Pave,Lvl,6,Tar&Grv,WdShing,BrkFace,250.0,CBlock,4,4,945.0,GasA,3,Y,980,2,0,NA,0,0.0,0,0,WD ,127500,31,31,1925.0,False,False,True,False,False
Others,24.0,Pave,Lvl,6,CompShg,MetalSd,BrkFace,216.0,PConc,4,1,417.0,GasA,5,Y,1573,2,0,Detchd,1,440.0,0,32,WD ,177000,7,7,2329.0,False,True,False,False,False
Others,85.0,Pave,Lvl,6,CompShg,VinylSd,BrkFace,353.0,PConc,4,3,0.0,GasA,5,Y,2443,2,4,BuiltIn,2,744.0,193,127,WD ,265000,3,3,3601.0,False,True,False,False,False
Others,106.0,Pave,Lvl,8,CompShg,VinylSd,None,0.0,PConc,5,2,901.0,GasA,5,Y,2362,2,3,Attchd,2,1105.0,147,0,WD ,312500,9,9,3582.0,False,True,False,False,False
RM,75.0,Pave,Lvl,10,CompShg,Wd Sdng,None,0.0,BrkTil,3,1,0.0,GasA,4,Y,2775,3,4,Detchd,1,880.0,105,502,WD ,325000,115,8,4012.0,False,True,False,True,False
RL,69.05520046484602,Pave,Low,8,CompShg,VinylSd,BrkFace,115.0,CBlock,4,4,1733.0,GasA,4,Y,2014,2,4,Attchd,2,864.0,462,0,WD ,275000,29,29,4028.0,False,True,False,False,False
RL,82.0,Pave,Lvl,7,CompShg,VinylSd,BrkFace,290.0,PConc,4,1,565.0,GasA,5,Y,2520,2,3,Attchd,2,721.0,224,114,WD ,290000,12,12,3723.0,False,True,False,False,False
RL,39.0,Pave,Lvl,6,CompShg,Plywood,BrkCmn,250.0,CBlock,3,4,126.0,GasA,5,Y,1494,2,2,Attchd,3,461.0,296,0,WD ,169000,36,8,2702.0,False,False,True,False,False
RM,50.0,Pave,Lvl,5,CompShg,Wd Sdng,None,0.0,CBlock,3,1,616.0,GasA,4,Y,616,1,0,Detchd,1,205.0,0,0,WD ,89000,85,56,1232.0,False,True,False,False,False
RL,63.0,Pave,Lvl,6,CompShg,VinylSd,None,0.0,PConc,4,1,0.0,GasA,4,Y,1465,2,4,Attchd,3,393.0,0,75,WD ,180400,12,12,2254.0,False,True,False,False,False
RL,70.0,Pave,Lvl,5,CompShg,Wd Sdng,None,1.0,CBlock,3,1,456.0,GasA,5,Y,912,1,0,Attchd,2,275.0,0,0,COD,114500,49,49,1824.0,False,True,False,False,False
RL,84.0,Pave,Lvl,7,CompShg,VinylSd,BrkFace,196.0,PConc,4,3,24.0,GasA,5,Y,1552,2,0,Attchd,2,782.0,144,20,New,212900,1,0,3104.0,False,True,False,False,False
RL,67.0,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,1,0.0,GasA,5,Y,1430,2,0,Attchd,2,605.0,0,33,WD ,187100,8,7,2843.0,False,True,False,False,False
Others,34.0,Pave,Lvl,6,CompShg,MetalSd,BrkFace,1129.0,PConc,4,1,419.0,GasA,4,Y,1458,2,2,Detchd,1,440.0,0,32,WD ,176000,8,8,2187.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,6,CompShg,HdBoard,None,0.0,PConc,4,1,813.0,GasA,5,Y,1488,2,4,Attchd,2,552.0,0,0,CWD,215000,39,39,2976.0,False,False,True,False,False
RL,64.0,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,1,490.0,GasA,5,Y,1582,2,0,Attchd,2,520.0,0,45,WD ,185900,4,4,2352.0,False,True,False,False,False
RL,60.0,Pave,Lvl,4,CompShg,HdBoard,None,0.0,CBlock,3,1,375.0,GasA,3,Y,864,1,0,Detchd,1,660.0,96,0,WD ,120500,39,39,1728.0,False,True,False,False,False
RL,60.0,Pave,Lvl,5,CompShg,VinylSd,None,0.0,PConc,4,3,0.0,GasA,5,Y,1838,2,4,BuiltIn,3,372.0,100,40,WD ,192140,1,1,2570.0,False,True,False,False,False
RL,60.0,Pave,Lvl,5,CompShg,VinylSd,None,0.0,CBlock,3,1,641.0,GasA,5,Y,816,1,5,Attchd,1,264.0,0,0,WD ,130500,26,0,1632.0,False,True,False,False,False
RL,50.0,Pave,Lvl,4,CompShg,WdShing,None,0.0,Slab,0,0,0.0,Wall,3,N,1529,2,0,Detchd,1,240.0,92,0,WD ,98000,64,59,1529.0,False,True,False,False,False
RL,91.0,Pave,Lvl,9,CompShg,VinylSd,Stone,554.0,PConc,4,4,2085.0,GasA,5,Y,2276,2,4,Attchd,2,1348.0,0,0,WD ,475000,0,0,4547.0,False,True,False,False,False
RM,60.0,Pave,Lvl,5,CompShg,MetalSd,None,0.0,BrkTil,2,1,0.0,GasA,4,Y,1077,1,0,Detchd,1,338.0,0,0,WD ,67000,87,57,2038.0,False,True,False,False,False
RL,86.0,Pave,Lvl,8,CompShg,VinylSd,Stone,300.0,PConc,5,1,1288.0,GasA,5,Y,2161,1,4,Attchd,3,789.0,178,120,New,325624,0,0,3743.0,False,True,False,False,False
RL,44.0,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,1,1392.0,GasA,5,Y,1409,1,4,Attchd,2,576.0,0,144,WD ,245000,5,5,2818.0,False,False,True,False,False
RL,66.0,Pave,Lvl,5,CompShg,VinylSd,None,0.0,PConc,3,1,646.0,GasA,5,Y,1114,1,0,Detchd,1,576.0,0,102,WD ,159000,4,4,2228.0,False,True,False,False,False
RL,79.0,Pave,Lvl,5,CompShg,MetalSd,BrkFace,168.0,CBlock,3,1,836.0,GasA,3,Y,1073,1,0,Attchd,2,515.0,0,0,WD ,156000,42,42,2146.0,False,True,False,False,False
RL,105.0,Pave,Lvl,10,CompShg,VinylSd,Stone,200.0,PConc,5,4,1767.0,GasA,5,Y,2402,2,4,Attchd,3,672.0,0,72,WD ,555000,1,1,5496.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,6,CompShg,Plywood,None,0.0,PConc,4,1,660.0,GasA,3,Y,1232,2,0,Attchd,1,516.0,0,0,WD ,162500,24,24,2464.0,False,False,True,False,False
RL,73.0,Pave,Lvl,6,CompShg,HdBoard,None,0.0,PConc,4,3,261.0,GasA,4,Y,1440,2,0,Attchd,1,920.0,288,0,WD ,224500,13,13,2784.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,6,CompShg,AsbShng,BrkFace,44.0,CBlock,3,1,0.0,GasA,4,Y,1488,2,3,Attchd,2,738.0,0,0,WD ,133000,58,58,2976.0,False,True,False,False,False
RL,63.0,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,1,0.0,GasA,5,Y,1509,2,4,Attchd,3,393.0,0,75,WD ,180000,3,3,2292.0,False,True,False,False,False
RL,60.0,Pave,Lvl,5,CompShg,HdBoard,None,0.0,CBlock,3,1,638.0,GasA,4,Y,845,1,0,Attchd,1,264.0,0,0,WD ,134500,26,3,1690.0,False,True,False,False,False
RL,66.0,Pave,HLS,10,CompShg,VinylSd,BrkFace,1031.0,PConc,5,4,0.0,GasA,5,Y,2945,3,4,BuiltIn,3,641.0,192,0,New,438780,0,0,4355.0,False,False,True,False,False
RL,101.0,Pave,Lvl,6,Tar&Grv,Plywood,BrkFace,305.0,CBlock,4,4,371.0,GasA,4,Y,1431,1,4,Basment,2,296.0,64,110,WD ,165000,46,46,2530.0,False,True,False,False,False
RL,65.0,Pave,Lvl,5,CompShg,HdBoard,BrkFace,60.0,CBlock,3,1,432.0,GasA,3,Y,892,1,0,Attchd,2,288.0,0,0,WD ,100000,42,42,1784.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,7,CompShg,Plywood,BrkFace,128.0,CBlock,3,1,544.0,GasA,4,Y,1329,1,4,Attchd,1,441.0,0,0,WD ,176000,49,49,2658.0,False,True,False,False,False
RL,102.0,Pave,Lvl,5,CompShg,Wd Sdng,None,0.0,CBlock,3,2,306.0,GasA,3,Y,1779,1,4,Attchd,1,454.0,0,418,WD ,170000,51,32,3542.0,False,True,False,False,False
RL,53.0,Pave,Lvl,7,CompShg,VinylSd,BrkFace,130.0,PConc,4,1,0.0,GasA,5,Y,1555,2,3,Attchd,3,660.0,143,20,WD ,174000,2,2,2928.0,False,True,False,False,False
RM,62.0,Pave,Lvl,6,CompShg,Stucco,None,0.0,PConc,3,1,121.0,GasA,3,Y,1236,2,4,Detchd,1,384.0,0,0,WD ,127000,83,58,2004.0,False,True,False,False,False
RL,77.0,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,1,0.0,GasA,5,Y,1651,2,3,BuiltIn,3,450.0,0,103,WD ,185900,9,9,2482.0,False,True,False,False,False
RM,50.0,Pave,Lvl,5,CompShg,MetalSd,None,0.0,BrkTil,2,1,0.0,GasA,4,Y,886,1,0,Attchd,1,273.0,144,20,WD ,91300,71,13,1076.0,False,True,False,False,False
RL,70.0,Pave,Lvl,6,CompShg,VinylSd,BrkFace,120.0,PConc,4,3,340.0,GasA,5,Y,1700,2,0,Attchd,2,544.0,192,23,WD ,200000,3,3,3382.0,False,True,False,False,False
RL,78.0,Pave,Lvl,6,CompShg,Wd Sdng,BrkFace,320.0,CBlock,3,2,196.0,GasA,5,Y,1846,2,4,Attchd,1,315.0,0,0,WD ,143000,58,57,2886.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,5,CompShg,MetalSd,None,0.0,CBlock,3,1,57.0,GasA,5,Y,1920,2,4,Attchd,1,451.0,0,0,WD ,172500,48,48,2972.0,False,True,False,False,False
RL,67.0,Pave,Lvl,4,CompShg,VinylSd,Stone,20.0,CBlock,3,1,132.0,GasA,3,Y,1088,1,0,Detchd,1,520.0,0,0,COD,110000,44,44,2176.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,4,CompShg,Wd Sdng,BrkFace,160.0,CBlock,3,1,775.0,GasA,3,Y,1362,1,4,Attchd,2,768.0,0,0,WD ,140000,52,52,2402.0,False,True,False,False,False
RL,78.0,Pave,Lvl,6,CompShg,VinylSd,None,0.0,PConc,4,1,24.0,GasA,4,Y,1314,2,4,Attchd,2,440.0,0,22,WD ,176432,1,1,2628.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,6,CompShg,HdBoard,BrkFace,88.0,CBlock,4,1,1200.0,GasA,4,Y,1294,2,0,Attchd,2,496.0,112,51,WD ,179200,17,17,2572.0,False,True,False,False,False
RL,68.0,Pave,Lvl,7,CompShg,VinylSd,BrkFace,80.0,PConc,4,1,925.0,GasA,5,Y,1274,2,0,Attchd,2,508.0,264,98,New,203000,2,0,2548.0,False,True,False,False,False
RL,83.0,Pave,Lvl,7,CompShg,VinylSd,Stone,0.0,PConc,4,3,0.0,GasA,5,Y,1689,2,0,Attchd,2,954.0,0,56,New,248328,0,0,3378.0,False,True,False,False,False
RL,79.0,Pave,HLS,9,CompShg,CemntBd,BrkFace,406.0,PConc,5,4,1115.0,GasA,5,Y,1641,2,0,Attchd,3,885.0,0,95,WD ,316500,1,1,3282.0,False,True,False,False,False
RL,50.0,Pave,Lvl,7,CompShg,BrkFace,None,0.0,CBlock,3,1,0.0,GasA,3,Y,1079,1,4,Attchd,1,249.0,135,0,WD ,125600,60,58,1649.0,False,True,False,False,False
RM,65.0,Pave,Lvl,5,CompShg,MetalSd,BrkFace,164.0,CBlock,3,1,200.0,GasA,4,Y,984,1,0,Detchd,1,308.0,0,0,WD ,110000,49,49,1968.0,False,True,False,False,False
RM,50.0,Pave,Lvl,4,CompShg,MetalSd,None,0.0,PConc,3,1,250.0,GasA,4,Y,960,1,0,Detchd,1,308.0,0,0,WD ,108500,87,57,1920.0,False,True,False,False,False
Others,66.0,Grvl,Bnk,5,CompShg,Wd Sdng,None,0.0,CBlock,3,3,0.0,GasA,3,N,1044,1,0,Basment,1,504.0,0,0,WD ,55993,58,58,1584.0,False,True,False,False,False
RM,69.0,Pave,Lvl,5,CompShg,VinylSd,None,0.0,BrkTil,3,1,780.0,GasA,5,Y,1633,1,4,Detchd,1,240.0,0,100,WD ,129000,62,1,2660.0,False,True,False,False,False
RL,54.0,Pave,Lvl,6,CompShg,HdBoard,BrkFace,72.0,CBlock,4,1,980.0,GasA,4,Y,1137,2,3,Attchd,1,551.0,125,0,WD ,176000,19,19,2249.0,False,True,False,False,False
RL,83.0,Pave,Lvl,6,CompShg,HdBoard,BrkFace,295.0,CBlock,3,1,384.0,GasA,2,Y,1380,1,0,Attchd,1,364.0,0,0,WD ,154000,46,46,2760.0,False,True,False,False,False
RL,93.0,Pave,Lvl,6,CompShg,Plywood,BrkFace,228.0,CBlock,4,3,920.0,GasA,5,Y,1256,2,2,Attchd,1,578.0,282,0,WD ,180000,22,22,2512.0,False,True,False,False,False
RM,44.0,Pave,Lvl,5,CompShg,CemntBd,None,0.0,PConc,4,1,874.0,GasA,3,Y,1142,1,1,Attchd,3,528.0,536,90,WD ,134000,31,31,2284.0,False,True,False,False,False
RL,84.0,Pave,Lvl,6,CompShg,WdShing,None,0.0,CBlock,3,3,477.0,GasA,3,Y,2158,2,4,Attchd,1,576.0,0,29,WD ,243000,57,6,3360.0,False,True,False,False,False
RL,85.0,Pave,Lvl,8,CompShg,VinylSd,BrkFace,236.0,PConc,4,3,1300.0,GasA,5,Y,1629,2,4,Attchd,3,808.0,0,252,WD ,270000,5,4,3245.0,False,True,False,False,False
RL,71.0,Pave,Bnk,6,CompShg,VinylSd,None,0.0,PConc,3,1,336.0,GasA,3,Y,1080,1,0,Attchd,1,484.0,120,0,WD ,134000,24,24,2164.0,False,True,False,False,False
RL,90.0,Pave,Low,7,CompShg,HdBoard,BrkFace,256.0,PConc,4,4,987.0,GasA,5,Y,2646,2,3,Attchd,2,656.0,340,60,WD ,260000,16,16,3993.0,False,True,False,False,False
RL,64.0,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,1,0.0,GasA,4,Y,1491,2,4,Attchd,2,484.0,100,30,WD ,168675,1,1,2229.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,6,CompShg,HdBoard,BrkFace,32.0,PConc,4,1,186.0,GasA,4,Y,1694,2,3,BuiltIn,3,398.0,256,64,WD ,160000,13,13,2086.0,False,False,True,False,False
RM,44.0,Pave,Lvl,5,CompShg,Wd Sdng,None,0.0,BrkTil,2,1,0.0,GasA,4,Y,1080,1,0,NA,0,0.0,0,165,WD ,95000,118,12,1764.0,False,True,False,False,False
RL,79.0,Pave,Lvl,6,CompShg,VinylSd,None,0.0,PConc,4,3,0.0,GasA,5,Y,1422,2,4,Attchd,3,440.0,36,28,WD ,173000,4,3,2126.0,False,True,False,False,False
Others,60.0,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,1,0.0,GasA,5,Y,1301,2,4,Attchd,2,572.0,216,121,New,187750,0,0,2594.0,False,True,False,False,False
RL,46.0,Pave,Lvl,7,CompShg,Plywood,BrkFace,123.0,CBlock,4,1,0.0,GasA,4,Y,2093,2,3,Attchd,3,542.0,364,63,WD ,215000,22,17,2884.0,False,False,True,False,False
RL,69.05520046484602,Pave,Lvl,5,CompShg,MetalSd,BrkFace,340.0,CBlock,3,2,221.0,GasA,4,Y,1073,1,0,Attchd,2,270.0,0,90,WD ,120000,41,41,2146.0,False,True,False,False,False
RL,70.0,Pave,Lvl,7,CompShg,VinylSd,BrkFace,143.0,PConc,4,3,778.0,GasA,5,Y,1506,2,4,Attchd,2,672.0,192,35,WD ,249000,2,1,3000.0,False,True,False,False,False
RL,78.0,Pave,Lvl,7,CompShg,HdBoard,BrkFace,264.0,CBlock,3,1,553.0,GasA,4,Y,1334,2,0,Attchd,2,477.0,0,20,WD ,164500,39,39,2668.0,False,True,False,False,False
RM,69.05520046484602,Pave,Lvl,7,CompShg,BrkFace,None,0.0,CBlock,0,0,0.0,GasA,4,Y,1295,2,0,Attchd,2,312.0,0,0,WD ,230000,20,20,1295.0,False,True,False,False,False
RM,69.05520046484602,Pave,Lvl,7,CompShg,Wd Sdng,None,0.0,BrkTil,3,1,336.0,GasA,4,N,1344,1,4,Attchd,1,456.0,0,0,WD ,140000,78,17,2016.0,False,True,False,False,False
RL,60.0,Pave,Lvl,5,CompShg,MetalSd,None,0.0,CBlock,3,1,630.0,GasA,3,Y,732,1,0,Detchd,1,240.0,0,68,WD ,118900,57,57,1464.0,False,True,False,False,False
RL,71.0,Pave,Lvl,8,CompShg,VinylSd,None,0.0,PConc,4,3,0.0,GasA,5,Y,1468,2,4,Attchd,2,904.0,192,142,WD ,239900,1,1,2936.0,False,True,False,False,False
RL,53.0,Pave,Lvl,6,CompShg,Plywood,None,0.0,CBlock,4,1,727.0,GasA,4,Y,1069,2,1,Attchd,2,440.0,0,55,WD ,146300,31,31,2138.0,False,True,False,False,False
RM,69.05520046484602,Pave,Lvl,5,CompShg,CemntBd,None,0.0,PConc,4,1,769.0,GasA,4,Y,1040,1,0,Attchd,1,499.0,0,100,WD ,124000,33,33,2080.0,False,True,False,False,False
RL,75.0,Pave,Lvl,5,CompShg,HdBoard,None,0.0,CBlock,4,3,925.0,GasA,3,Y,999,1,0,Detchd,1,308.0,40,176,WD ,130000,44,44,1924.0,False,True,False,False,False
RL,65.0,Pave,Lvl,7,CompShg,VinylSd,BrkFace,108.0,PConc,4,1,0.0,GasA,5,Y,1349,2,0,Attchd,1,539.0,120,55,WD ,179000,7,6,2698.0,False,True,False,False,False
RL,99.0,Pave,Lvl,7,CompShg,HdBoard,None,0.0,PConc,4,1,0.0,GasA,5,Y,1442,2,0,Attchd,2,500.0,0,34,WD ,180500,19,19,2866.0,False,True,False,False,False
RM,47.0,Pave,Lvl,4,CompShg,MetalSd,None,0.0,CBlock,3,1,0.0,GasA,3,Y,747,1,0,Attchd,1,220.0,0,0,WD ,80000,65,60,1494.0,False,True,False,False,False
RL,78.0,Pave,Lvl,8,CompShg,CemntBd,Stone,194.0,PConc,4,1,0.0,GasA,5,Y,1578,2,4,Attchd,3,840.0,0,36,New,287090,1,0,3151.0,False,True,False,False,False
RM,70.0,Pave,Lvl,5,CompShg,BrkFace,None,0.0,PConc,0,0,0.0,GasA,4,Y,882,1,0,Detchd,1,308.0,0,45,WD ,97000,52,52,882.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,7,CompShg,VinylSd,BrkFace,40.0,PConc,4,3,1038.0,GasA,5,Y,1511,2,3,Attchd,3,398.0,130,30,WD ,246990,4,4,2879.0,False,True,False,False,False
RL,160.0,Grvl,Lvl,6,CompShg,HdBoard,BrkCmn,138.0,CBlock,3,3,550.0,GasA,2,Y,1128,1,3,Attchd,1,480.0,0,108,WD ,154204,43,43,2430.0,False,True,False,False,False
RL,76.0,Pave,Lvl,7,Tar&Grv,HdBoard,BrkFace,125.0,CBlock,3,1,637.0,GasA,5,Y,1312,1,4,Attchd,2,495.0,0,304,WD ,186000,50,7,2624.0,False,True,False,False,False
RM,21.0,Pave,Lvl,5,CompShg,HdBoard,BrkFace,356.0,CBlock,3,1,350.0,GasA,3,Y,1302,2,0,Detchd,1,264.0,0,0,WD ,111750,36,36,1932.0,False,True,False,False,False
RL,110.0,Pave,HLS,9,CompShg,VinylSd,BrkFace,1095.0,PConc,5,4,1373.0,GasA,5,Y,2696,2,4,Attchd,3,958.0,220,150,WD ,500000,7,6,5542.0,False,True,False,False,False
RL,65.0,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,1,0.0,GasA,5,Y,1356,2,4,BuiltIn,3,484.0,100,24,New,177439,1,1,1984.0,False,True,False,False,False
RL,96.0,Pave,Lvl,9,CompShg,VinylSd,Stone,154.0,PConc,5,3,936.0,GasA,5,Y,2184,2,4,Attchd,3,836.0,0,102,WD ,335000,1,1,3288.0,False,True,False,False,False
RL,80.0,Pave,Lvl,7,CompShg,Plywood,BrkFace,660.0,CBlock,3,1,403.0,GasA,3,Y,1964,2,4,Attchd,2,483.0,0,69,WD ,205000,32,32,2767.0,False,True,False,False,False
RL,35.0,Pave,HLS,8,CompShg,CemntBd,None,0.0,PConc,4,4,926.0,GasA,4,Y,1321,1,3,Attchd,2,484.0,0,64,WD ,212000,17,17,2633.0,False,True,False,False,False
RM,44.0,Pave,HLS,8,CompShg,CemntBd,Stone,186.0,PConc,5,4,1373.0,GasA,5,Y,1646,2,4,Attchd,3,525.0,128,53,WD ,246000,6,5,3240.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,7,CompShg,WdShing,BrkFace,174.0,CBlock,4,2,747.0,GasA,3,Y,1260,2,0,Attchd,1,598.0,152,0,WD ,181900,25,25,2520.0,False,True,False,False,False
RM,50.0,Pave,Lvl,5,CompShg,Wd Sdng,None,0.0,BrkTil,3,1,234.0,GasA,3,Y,1316,1,0,Detchd,1,484.0,0,0,WD ,130000,81,9,1852.0,False,True,False,False,False
RM,60.0,Pave,Lvl,5,CompShg,Wd Sdng,None,0.0,BrkTil,2,1,0.0,GasA,5,Y,1432,2,0,Detchd,1,360.0,270,0,WD ,132000,97,5,1696.0,False,True,False,False,False
RL,75.0,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,1,497.0,GasA,5,Y,1958,2,3,Attchd,2,499.0,202,93,CWD,220000,13,6,2737.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,8,CompShg,VinylSd,None,0.0,PConc,4,3,0.0,GasA,5,Y,1788,2,3,Attchd,2,522.0,202,151,WD ,236500,8,8,3541.0,False,True,False,False,False
Others,75.0,Pave,Lvl,8,CompShg,VinylSd,Stone,110.0,PConc,4,1,544.0,GasA,5,Y,1935,2,0,BuiltIn,3,552.0,0,150,New,263435,0,0,2767.0,False,True,False,False,False
RM,60.0,Pave,Bnk,6,CompShg,Wd Sdng,None,0.0,BrkTil,3,1,0.0,GasA,3,Y,1969,2,4,Detchd,1,400.0,0,34,COD,141000,70,50,2544.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,7,CompShg,VinylSd,BrkFace,196.0,PConc,4,1,0.0,GasA,5,Y,1986,2,4,BuiltIn,3,434.0,120,48,WD ,213000,5,5,2833.0,False,True,False,False,False
RL,73.0,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,1,0.0,GasA,5,Y,1214,2,0,Attchd,2,520.0,0,25,New,179781,1,0,2428.0,False,True,False,False,False
RL,48.0,Pave,Lvl,8,CompShg,MetalSd,BrkFace,176.0,PConc,4,1,846.0,GasA,5,Y,1342,2,4,Attchd,3,550.0,0,35,WD ,234250,2,1,2684.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,8,WdShake,Stone,None,0.0,CBlock,4,3,1165.0,GasA,3,Y,2898,2,4,Attchd,3,665.0,0,72,COD,287000,32,32,4463.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,8,CompShg,VinylSd,None,0.0,PConc,5,1,651.0,GasA,5,Y,2004,2,4,BuiltIn,3,644.0,0,48,WD ,257500,7,7,2874.0,False,True,False,False,False
RM,60.0,Pave,Lvl,6,CompShg,Wd Sdng,None,0.0,BrkTil,3,1,0.0,GasA,3,N,986,1,4,Detchd,1,180.0,0,128,WD ,102000,81,57,1946.0,False,True,False,False,False
RM,57.0,Pave,Bnk,7,CompShg,Wd Sdng,None,0.0,PConc,3,1,0.0,GasA,5,Y,1108,1,4,Attchd,1,280.0,0,0,WD ,139400,77,57,1745.0,False,True,False,False,False
RL,60.0,Pave,Lvl,3,CompShg,Wd Sdng,None,0.0,PConc,3,1,0.0,GasA,3,Y,1214,1,0,Detchd,1,936.0,216,0,WD ,105000,91,56,1886.0,False,True,False,False,False
RL,95.0,Pave,Lvl,8,Tar&Grv,Wd Sdng,None,0.0,PConc,3,4,351.0,GasA,5,Y,2217,2,3,Attchd,1,621.0,81,207,WD ,268000,37,37,4434.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,6,Tar&Grv,Plywood,None,0.0,CBlock,4,3,0.0,GasA,3,Y,2201,2,4,Attchd,1,432.0,586,236,WD ,274970,40,40,2898.0,False,False,True,False,False
