lot_frontage,overall_qual,mas_vnr_area,bsmt_qual,bsmt_exposure,bsmtfin_sf_1,heating_qc,gr_liv_area,full_bath,fireplace_qu,garage_area,wood_deck_sf,open_porch_sf,age_built,age_remod,total_sf,open_lot,common_lot,closed_lot,near_park,ms_zoning_RL,ms_zoning_RM,land_contour_HLS,roof_matl_WdShngl,exterior_1st_BrkFace,exterior_1st_CemntBd,exterior_1st_HdBoard,exterior_1st_Plywood,exterior_1st_VinylSd,exterior_1st_Wd Sdng,mas_vnr_type_BrkFace,mas_vnr_type_None,mas_vnr_type_Stone,foundation_CBlock,foundation_Slab,heating_OthW,garage_type_Attchd,garage_type_BuiltIn,garage_type_Detchd,garage_type_NA,sale_type_New
69.0,5,0.0,3,1,0.0,5,1117,1,0,264.0,0,0,45,45,2234.0,False,True,False,False,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
37.0,6,170.0,4,3,717.0,5,848,1,0,420.0,140,0,3,3,1696.0,False,True,False,False,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
72.0,5,120.0,3,1,586.0,3,1048,1,0,286.0,0,20,51,51,2096.0,False,True,False,False,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
68.0,4,72.0,4,2,252.0,3,936,1,0,288.0,16,0,39,39,1872.0,False,True,False,False,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
70.0,5,0.0,3,1,504.0,3,1283,1,0,506.0,0,0,46,28,2214.0,False,True,False,False,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
80.0,4,0.0,0,0,0.0,3,1588,2,4,680.0,0,59,49,49,1588.0,False,True,False,False,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
81.0,10,250.0,5,4,1152.0,5,2042,2,4,724.0,240,52,1,0,3784.0,False,True,False,True,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
92.0,8,391.0,4,1,740.0,5,2526,2,3,844.0,309,78,12,12,3691.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
47.0,7,0.0,4,4,342.0,5,1873,2,3,597.0,202,123,8,8,2861.0,False,False,True,False,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
60.0,6,0.0,3,1,381.0,5,1416,1,0,400.0,0,24,106,2,2196.0,False,True,False,False,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
69.05520046484602,6,0.0,4,1,0.0,5,1664,2,3,460.0,100,40,6,6,2617.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
95.0,7,0.0,4,1,0.0,5,1428,2,0,480.0,0,120,1,0,2856.0,False,True,False,False,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
121.0,9,430.0,5,4,1232.0,5,1792,2,4,925.0,204,49,1,0,3584.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
69.05520046484602,6,190.0,4,1,779.0,5,2814,2,3,614.0,48,32,13,6,3891.0,False,True,False,False,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
50.0,5,0.0,3,1,0.0,5,819,1,0,0.0,0,0,87,56,1429.0,False,True,False,False,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
60.0,3,0.0,3,1,0.0,5,1344,2,0,0.0,42,0,93,58,1880.0,False,True,False,False,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
69.05520046484602,6,333.0,3,1,0.0,3,2119,2,3,583.0,0,104,37,37,2808.0,False,True,False,False,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
50.0,5,0.0,3,1,336.0,3,1285,1,0,240.0,0,0,60,7,1957.0,False,True,False,False,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
83.0,7,177.0,4,4,1433.0,5,1433,1,3,528.0,0,278,23,23,2866.0,False,True,False,False,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
79.0,8,0.0,4,4,1441.0,5,2132,1,4,612.0,349,40,26,0,3628.0,False,True,False,False,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
124.0,6,84.0,3,3,719.0,4,1357,1,4,312.0,0,0,49,2,2376.0,False,True,False,False,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
90.0,7,234.0,4,2,485.0,4,2196,2,3,701.0,84,70,19,18,4354.0,False,False,True,False,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
69.05520046484602,5,0.0,4,2,0.0,3,1304,1,4,336.0,141,24,32,32,1568.0,False,True,False,False,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
50.0,8,0.0,3,1,259.0,2,2358,2,0,0.0,0,54,136,21,2837.0,False,True,False,False,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
70.0,8,0.0,4,1,0.0,4,2726,2,4,691.0,216,64,21,21,3005.0,False,False,True,False,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
79.0,7,0.0,4,3,0.0,5,1797,2,0,639.0,144,53,1,1,2736.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
60.0,5,0.0,0,0,0.0,3,1040,1,0,625.0,0,0,56,56,1040.0,False,True,False,False,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
50.0,5,0.0,3,1,104.0,5,789,1,0,250.0,0,0,60,58,1578.0,False,True,False,False,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
34.0,7,0.0,4,1,0.0,5,1143,1,4,588.0,0,191,2,2,2286.0,False,True,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
69.05520046484602,6,0.0,3,1,0.0,4,1489,2,4,462.0,0,0,41,41,2978.0,False,True,False,False,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
73.0,8,320.0,4,2,668.0,5,1852,2,3,660.0,224,106,9,8,2856.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
64.0,4,0.0,3,1,0.0,5,960,1,0,0.0,0,0,52,52,1920.0,False,True,False,False,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
54.0,5,0.0,4,3,619.0,5,768,1,0,624.0,104,0,37,37,1536.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
72.0,6,0.0,3,3,914.0,5,1124,1,3,353.0,0,211,50,12,2248.0,False,True,False,False,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
30.0,6,76.0,4,3,294.0,5,1224,2,0,528.0,0,234,0,0,1836.0,False,True,False,False,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
63.0,6,0.0,4,1,0.0,5,1100,1,0,0.0,0,136,1,0,2200.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
120.0,6,340.0,3,1,300.0,3,1556,2,4,470.0,0,0,61,60,2338.0,False,True,False,False,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
80.0,6,0.0,4,4,978.0,5,1262,2,3,460.0,298,0,31,31,2524.0,False,True,False,False,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
43.0,7,0.0,4,3,385.0,5,1661,2,3,550.0,158,61,13,13,2460.0,False,False,True,False,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
81.0,7,68.0,3,1,0.0,3,1857,2,3,482.0,400,105,28,28,2802.0,False,True,False,False,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
50.0,3,0.0,2,1,299.0,2,666,1,0,0.0,0,52,61,57,1332.0,False,True,False,False,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
69.05520046484602,6,288.0,4,3,964.0,5,1981,2,3,522.0,336,104,32,18,3098.0,False,False,True,False,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
74.0,5,0.0,3,1,130.0,3,1351,1,4,576.0,0,0,82,57,2252.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
65.0,5,0.0,3,1,488.0,5,1005,1,3,319.0,0,0,50,50,2010.0,False,True,False,False,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
60.0,6,0.0,4,1,493.0,5,2792,2,3,520.0,0,547,88,58,4302.0,False,True,False,False,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
41.0,5,0.0,4,1,318.0,3,1475,2,3,336.0,92,26,32,32,2025.0,False,True,False,False,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
80.0,8,320.0,4,1,1682.0,5,1978,2,4,850.0,188,25,7,7,3956.0,False,True,False,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
70.0,8,383.0,4,1,0.0,4,1606,2,4,871.0,230,60,3,3,3204.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
63.0,6,0.0,4,1,0.0,5,1158,1,0,0.0,0,50,5,5,2316.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
79.0,8,240.0,5,1,28.0,5,1822,2,4,678.0,0,119,5,4,3644.0,False,True,False,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
69.05520046484602,6,184.0,4,2,35.0,3,2259,2,4,450.0,166,120,54,54,4068.0,False,True,False,False,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
70.0,6,0.0,4,1,300.0,5,1635,1,4,440.0,0,38,84,57,2700.0,False,True,False,False,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
69.05520046484602,5,76.0,3,1,828.0,3,1002,1,0,902.0,0,0,39,39,2004.0,False,True,False,False,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
73.0,6,0.0,4,1,0.0,5,1412,2,4,432.0,0,36,1,0,2028.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
72.0,5,0.0,3,1,0.0,3,1728,2,0,576.0,0,0,43,43,3456.0,False,True,False,False,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
64.0,7,0.0,4,3,902.0,5,1290,2,4,662.0,168,0,2,2,2572.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
105.0,10,400.0,5,4,1430.0,5,2046,2,4,878.0,188,65,2,1,4040.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
34.0,6,894.0,4,1,381.0,4,1471,2,0,440.0,0,24,10,10,2200.0,False,True,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
90.0,6,0.0,3,1,956.0,3,2614,2,3,624.0,38,243,34,11,4136.0,False,True,False,False,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
102.0,8,0.0,4,1,0.0,5,2466,3,4,610.0,159,214,3,2,4046.0,False,True,False,False,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
73.0,8,0.0,4,3,16.0,5,1466,2,0,610.0,100,18,2,2,2932.0,False,True,False,False,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
120.0,5,0.0,3,3,716.0,3,969,1,0,440.0,0,0,32,32,1938.0,False,True,False,False,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
93.0,7,67.0,4,1,1328.0,3,1664,2,3,663.0,0,0,29,22,3193.0,False,True,False,False,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
90.0,6,0.0,3,1,1173.0,3,1691,1,0,550.0,0,67,42,42,3371.0,False,True,False,False,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
64.0,7,108.0,4,1,664.0,5,1208,2,0,628.0,105,54,0,0,2416.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
75.0,5,172.0,3,1,527.0,3,1052,1,1,668.0,0,215,42,42,2104.0,False,True,False,False,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
65.0,6,0.0,3,1,0.0,4,1577,1,4,312.0,0,0,67,56,2549.0,False,True,False,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
65.0,5,90.0,3,1,162.0,3,909,1,0,294.0,0,155,38,38,1791.0,False,True,False,False,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
88.0,9,382.0,4,4,1455.0,5,1838,2,4,682.0,161,225,1,0,3676.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
50.0,6,62.0,4,3,509.0,3,1388,1,0,317.0,406,36,29,29,2063.0,False,True,False,False,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
69.05520046484602,5,0.0,3,1,379.0,5,1867,1,4,303.0,476,0,54,16,3484.0,False,True,False,False,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
60.0,5,0.0,3,2,405.0,3,1301,1,0,440.0,0,0,85,59,2446.0,False,True,False,False,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
80.0,6,425.0,3,1,553.0,3,1251,1,4,461.0,0,116,42,42,2502.0,False,True,False,False,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
65.0,7,68.0,4,1,1259.0,5,1444,2,0,577.0,144,40,7,7,2875.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
69.05520046484602,8,336.0,5,1,482.0,5,2810,2,5,750.0,500,0,17,17,4263.0,False,True,False,False,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
50.0,6,0.0,4,1,543.0,3,923,2,3,264.0,80,0,30,30,1846.0,False,True,False,False,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
66.0,8,0.0,4,1,281.0,5,2452,2,3,683.0,208,50,9,8,3480.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
69.05520046484602,4,0.0,0,0,0.0,3,1224,2,0,530.0,0,0,43,43,1224.0,False,True,False,False,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
32.0,6,443.0,5,1,1201.0,5,1337,2,0,405.0,0,199,8,8,2574.0,False,True,False,False,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
69.05520046484602,5,0.0,4,4,1390.0,3,1701,2,3,611.0,0,0,32,26,3091.0,False,False,True,False,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
62.0,4,0.0,3,1,0.0,3,1669,1,0,288.0,0,0,82,56,2762.0,False,True,False,False,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
66.0,6,86.0,3,2,952.0,4,952,1,0,288.0,0,0,39,39,1904.0,False,True,False,False,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
72.0,5,0.0,3,1,512.0,3,922,1,0,308.0,0,34,50,50,1844.0,False,True,False,False,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
80.0,5,0.0,3,1,936.0,2,1126,2,4,484.0,295,41,29,29,2252.0,False,True,False,False,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
39.0,8,0.0,4,2,0.0,5,1280,2,0,506.0,0,82,16,16,2560.0,False,True,False,False,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
66.0,5,32.0,3,1,81.0,5,914,1,0,368.0,120,0,37,5,1828.0,False,True,False,False,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
78.0,7,200.0,4,4,1243.0,4,1368,2,0,784.0,0,48,9,9,2656.0,False,True,False,False,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
69.05520046484602,6,0.0,3,1,547.0,2,1494,1,4,213.0,0,0,67,59,2265.0,False,True,False,False,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
76.0,8,248.0,4,2,28.0,4,1534,2,4,484.0,168,46,1,1,3058.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
51.0,5,0.0,3,1,273.0,3,1582,2,4,250.0,189,0,71,59,2534.0,False,True,False,False,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
90.0,7,0.0,4,2,1470.0,4,3222,3,3,594.0,367,0,20,20,4895.0,False,True,False,False,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
100.0,6,180.0,3,1,196.0,3,1516,1,0,472.0,0,0,45,45,3032.0,False,True,False,False,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
55.0,5,0.0,0,0,0.0,3,1032,1,3,260.0,0,0,71,56,1032.0,False,True,False,False,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
103.0,3,0.0,2,1,0.0,4,1588,2,0,0.0,0,0,59,16,2036.0,False,True,False,False,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
103.0,7,0.0,4,3,0.0,5,1316,2,4,440.0,0,20,0,0,2632.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
85.0,7,0.0,4,1,0.0,5,1528,3,3,480.0,0,228,0,0,3056.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
50.0,5,0.0,3,1,0.0,5,2168,2,0,576.0,467,160,109,16,2616.0,False,True,False,False,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
82.0,5,41.0,3,1,329.0,3,1422,1,3,288.0,0,0,55,55,2228.0,False,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
60.0,4,0.0,4,1,588.0,5,990,1,0,0.0,0,0,13,12,1980.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
84.0,6,101.0,3,1,643.0,5,1324,2,3,440.0,0,138,41,41,2412.0,False,True,False,False,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
69.05520046484602,6,0.0,4,1,0.0,5,1690,2,3,463.0,100,48,7,7,2614.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
49.0,5,0.0,3,1,180.0,3,825,1,0,720.0,140,50,53,13,1650.0,False,True,False,False,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
78.0,6,0.0,3,1,298.0,5,1556,1,0,441.0,0,0,41,41,2283.0,False,True,False,False,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
74.0,6,0.0,4,2,944.0,5,1797,2,2,616.0,162,312,17,16,2949.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
65.0,5,0.0,3,1,775.0,5,1056,1,2,304.0,0,85,42,42,2112.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
90.0,10,0.0,3,2,0.0,5,3608,2,3,840.0,0,260,114,13,4143.0,False,True,False,False,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
41.0,8,473.0,5,4,1573.0,5,1778,2,4,495.0,123,53,1,0,3351.0,False,True,False,False,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
70.0,4,0.0,3,1,432.0,3,864,1,1,0.0,0,0,39,39,1728.0,False,True,False,False,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
62.0,7,0.0,4,1,410.0,5,1221,2,0,400.0,0,113,5,4,2442.0,False,True,False,False,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
62.0,6,0.0,3,1,144.0,3,865,1,4,216.0,0,0,87,12,1525.0,False,True,False,False,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
24.0,7,0.0,4,1,0.0,5,1223,2,0,480.0,0,166,1,1,1743.0,False,True,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
35.0,7,218.0,4,1,549.0,5,1452,2,0,506.0,0,34,10,10,2143.0,False,True,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
69.05520046484602,5,0.0,3,1,0.0,4,1308,2,0,400.0,0,0,93,30,2188.0,False,True,False,False,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
61.0,7,0.0,4,2,241.0,5,1374,2,0,400.0,0,0,5,5,1758.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
43.0,7,14.0,4,1,16.0,5,1504,2,4,437.0,156,20,3,2,2850.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
56.0,6,0.0,4,1,0.0,4,1384,2,3,390.0,0,0,10,10,1768.0,False,True,False,False,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
70.0,5,0.0,3,3,780.0,3,1411,1,3,310.0,278,82,52,32,2615.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
80.0,5,0.0,3,1,630.0,3,970,1,0,624.0,0,24,44,44,1940.0,False,True,False,False,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
69.05520046484602,5,0.0,4,3,704.0,5,904,1,0,912.0,143,0,38,38,1768.0,False,True,False,False,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
69.05520046484602,5,0.0,0,0,0.0,3,2233,2,0,579.0,0,0,28,28,2233.0,False,False,True,False,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
60.0,4,0.0,3,1,385.0,4,875,1,0,728.0,352,0,35,1,1260.0,False,True,False,False,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
60.0,6,0.0,3,3,490.0,4,754,1,0,0.0,53,0,71,24,1040.0,False,True,False,False,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
69.05520046484602,4,0.0,4,4,1116.0,5,1663,1,4,529.0,224,137,54,14,3027.0,False,False,True,False,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
70.0,5,0.0,3,1,338.0,5,925,1,0,429.0,0,0,44,44,1850.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
130.0,5,0.0,3,1,428.0,5,1308,1,3,256.0,0,70,69,59,2036.0,False,True,False,False,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
81.0,5,0.0,3,1,386.0,4,1375,1,4,323.0,0,0,51,9,2615.0,False,True,False,False,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
110.0,8,280.0,5,2,938.0,5,2385,2,4,818.0,192,228,4,4,3702.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
60.0,5,0.0,4,2,0.0,3,1792,2,0,480.0,0,45,34,34,2688.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
105.0,8,554.0,5,4,1728.0,5,2464,2,5,650.0,358,78,1,1,4882.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
51.0,7,130.0,4,1,988.0,5,1569,2,3,660.0,143,20,2,2,2955.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
84.0,9,242.0,5,4,1021.0,5,1680,1,4,1138.0,185,24,0,0,3235.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
65.0,7,0.0,4,2,699.0,5,1337,2,0,531.0,0,39,4,4,2674.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
60.0,6,0.0,3,1,574.0,5,816,1,2,240.0,228,0,72,56,1632.0,False,True,False,False,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
95.0,7,226.0,4,2,1201.0,5,1541,2,4,532.0,0,70,5,5,3082.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
51.0,4,0.0,3,1,0.0,5,1573,1,0,240.0,0,0,74,14,2457.0,False,True,False,False,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
60.0,4,0.0,3,1,0.0,3,1461,2,0,384.0,0,204,60,13,2293.0,False,True,False,False,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
69.05520046484602,6,0.0,3,1,0.0,3,2048,3,0,776.0,0,0,34,34,4006.0,False,True,False,False,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
69.05520046484602,6,0.0,4,1,0.0,4,1642,2,3,392.0,290,84,14,13,2545.0,False,False,True,False,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
60.0,6,0.0,2,1,283.0,5,1470,1,0,624.0,0,0,88,16,2208.0,False,True,False,False,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
60.0,6,0.0,4,1,0.0,5,2299,3,3,482.0,188,30,8,4,3237.0,False,True,False,False,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
69.05520046484602,7,180.0,4,1,0.0,5,2035,2,4,434.0,144,48,9,9,2919.0,False,False,True,False,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
69.0,5,0.0,3,3,784.0,3,999,1,0,300.0,150,72,44,44,1924.0,False,True,False,False,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
45.0,8,0.0,4,3,851.0,5,1378,2,4,540.0,160,56,3,3,2756.0,False,True,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
65.0,5,0.0,4,2,507.0,3,1118,1,4,410.0,0,0,67,56,1911.0,False,True,False,False,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
